type,seed,year,month,yday,hour,par,wspeed,temp,do_eq,sch_conv,do,T_S,D_M
fixed_all,4,2012,6,163,1,19.99131545107153,3.9,10.219999999999999,10420.132712945036,0.42181170648478233,12625.46389183266,1,1
fixed_all,4,2012,6,163,2,6.342035608316466,2.6,10.155000000000001,10438.468075467956,0.4225548887980786,12459.312407776288,1,1
fixed_all,4,2012,6,163,3,6.276955304871227,2.4,10.11,10451.191601696277,0.42307097884840883,12419.191470953483,1,1
fixed_all,4,2012,6,163,4,13.701361989681446,2.1,10.05,10468.194368999833,0.4237611153942878,12297.6769347161,1,1
fixed_all,4,2012,6,163,5,35.84569621771254,2,10.004999999999999,10480.975074046557,0.42428023451052693,12106.404256123138,1,1
fixed_all,4,2012,6,163,6,69.63290938203704,2,9.99,10485.240774585869,0.42445356377536064,12153.770782522306,1,1
fixed_all,4,2012,6,163,7,102.42771790964773,1.8,9.98,10488.086095139548,0.42456919715921165,12142.739005853526,1,1
fixed_all,4,2012,6,163,8,171.10749671668702,2.2,9.95,10496.6293612595,0.4249164843111673,12174.798205422183,1,1
fixed_all,4,2012,6,163,9,236.50688717200268,1.9,9.940000000000001,10499.479553736886,0.42503237581815456,12325.55731091488,1,1
fixed_all,4,2012,6,163,10,334.0291574130081,2.7,10.015,10478.13279288383,0.424164762154199,12382.98533470231,1,1
fixed_all,4,2012,6,163,11,618.7207802995985,2.7,10.115,10449.776669596584,0.42301357157400077,12554.758742149548,1,1
fixed_all,4,2012,6,163,12,765.3206657150466,3.6,10.33,10389.21910409711,0.4205601288115743,12606.27411013509,1,1
fixed_all,4,2012,6,163,13,826.8614350402796,4.7,10.635,10304.256555109814,0.41712968531975597,12604.88858017987,1,1
fixed_all,4,2012,6,163,14,823.3808273918537,5.1,10.685,10290.43287603385,0.41657285413465467,12657.169242562903,1,1
fixed_all,4,2012,6,163,15,855.0103100158959,4.5,10.82,10253.254791337096,0.41507712583808526,12716.920465254088,1,1
fixed_all,4,2012,6,163,16,851.2389433303501,4.8,10.925,10224.484874434605,0.4139215227938633,12747.555088707326,1,1
fixed_all,4,2012,6,163,17,772.370967154362,3.2,11.04,10193.1209510929,0.4126635800067667,12779.765789930687,1,1
fixed_all,4,2012,6,163,18,706.0783135046669,3.5,11.16,10160.55507444799,0.4113594886925368,12751.231017251645,1,1
fixed_all,4,2012,6,163,19,609.4002209928761,3.6,11.254999999999999,10134.890155525594,0.41033323144385203,12671.26553293369,1,1
fixed_all,4,2012,6,163,20,499.1997379189994,5.2,11.27,10130.847163093415,0.41017168524171954,12748.572305197113,1,1
fixed_all,4,2012,6,163,21,373.56554650590977,4,11.245000000000001,10137.58690024586,0.4104410036965459,12716.515840168884,1,1
fixed_all,4,2012,6,163,22,263.4408666270947,4.6,11.245000000000001,10137.58690024586,0.4104410036965459,12773.745875510504,1,1
fixed_all,4,2012,6,163,23,142.43740575979254,4.4,11.205,10148.385224233149,0.41087269176035457,12777.026326603489,1,1
fixed_all,4,2012,6,163,24,83.43048061082833,1.2,11.17,10157.848671634567,0.41125120640654905,12865.778269142422,1,1
fixed_all,4,2012,6,164,1,21.926633970033947,3.1,11.16,10160.55507444799,0.4113594886925368,12819.081004566397,1,2
fixed_all,4,2012,6,164,2,6.112946736016033,2,11.205,10148.385224233149,0.41087269176035457,12863.036244208832,1,2
fixed_all,4,2012,6,164,3,5.4408088456907135,2.6,11.21,10147.034440210793,0.4108186782881967,12822.054084316058,1,2
fixed_all,4,2012,6,164,4,14.413800088693412,2,11.15,10163.262616510185,0.4114678311528919,12772.006730867388,1,2
fixed_all,4,2012,6,164,5,41.112737910317364,2,11.11,10174.104189922544,0.41190180345660876,12820.949412878253,1,2
fixed_all,4,2012,6,164,6,77.15531575577643,3.2,11.055,10189.041207420112,0.4125000925952711,12694.0043811107,1,2
fixed_all,4,2012,6,164,7,131.12231307922195,4.1,11.02,10198.564623770544,0.412881775364668,12913.589583205623,1,2
fixed_all,4,2012,6,164,8,179.97326156605493,3.4,11.004999999999999,10202.650391908861,0.41304558114777085,12913.041769136273,1,2
fixed_all,4,2012,6,164,9,372.8344496723357,2.4,11.059999999999999,10187.681865929768,0.41244562707349314,12709.475301586854,1,2
fixed_all,4,2012,6,164,10,485.1596138586851,3,11.085,10180.889452893418,0.4121735263773678,12663.357211051247,1,2
fixed_all,4,2012,6,164,11,533.6339793995355,3.6,11.125,10170.036460037312,0.41173895080240824,12717.786437051187,1,2
fixed_all,4,2012,6,164,12,793.0534362252298,2.8,11.190000000000001,10152.43928122119,0.4110348222140385,12762.579827273525,1,2
fixed_all,4,2012,6,164,13,789.6315765666304,5.1,11.309999999999999,10120.078299559556,0.40974155262079903,12891.835726680518,1,2
fixed_all,4,2012,6,164,14,690.2638256202239,5.2,11.43,10087.880009115459,0.408456870755731,12905.942274376783,1,2
fixed_all,4,2012,6,164,15,853.7609385489391,6.1,11.555,10054.51196015385,0.40712772593094576,12869.69660468287,1,2
fixed_all,4,2012,6,164,16,874.4718473813867,5.6,11.67,10023.967192405878,0.4059130238599567,12847.867497324207,1,2
fixed_all,4,2012,6,164,17,751.1542319022656,5.1,11.76,10000.164804130749,0.4049677736838321,12815.75500366491,1,2
fixed_all,4,2012,6,164,18,716.1104021475483,6,11.835,9980.39768481399,0.40418365755466784,12718.978817436742,1,2
fixed_all,4,2012,6,164,19,612.2653743084034,5.7,11.875,9969.880478307063,0.40376679209924393,12407.088594482893,1,2
fixed_all,4,2012,6,164,20,501.3433947350984,5.6,11.895,9964.628447512756,0.4035587053322657,12462.247907881258,1,2
fixed_all,4,2012,6,164,21,380.66745298764835,3.2,11.9,9963.316123627148,0.40350671963065926,12582.883676071891,1,2
fixed_all,4,2012,6,164,22,263.75035808321564,4.2,11.809999999999999,9986.979853021494,0.40444466775995497,12617.68798094217,1,2
fixed_all,4,2012,6,164,23,155.21720670073586,4.2,11.765,9998.845070542955,0.40491539786839226,12438.725344142,1,2
fixed_all,4,2012,6,164,24,71.99160082778853,3.7,11.695,10017.346438649924,0.40564998130854235,12374.664570916286,1,2
fixed_all,4,2012,6,165,1,23.30939086098622,3.7,11.65,10029.26877861731,0.40612372048449996,12442.552809661523,1,3
fixed_all,4,2012,6,165,2,7.4193428924517395,4.8,11.615,10038.557228748658,0.40649300212078343,12102.350374710883,1,3
fixed_all,4,2012,6,165,3,7.003355612443589,5.2,11.535,10059.839113799255,0.40733977027328977,11968.985584543858,1,3
fixed_all,4,2012,6,165,4,15.705442285746045,4.6,11.379999999999999,10101.27626139414,0.40899111517845244,11892.018580444512,1,3
fixed_all,4,2012,6,165,5,47.50028117456431,4.8,11.405000000000001,10094.574623204979,0.4087238076614989,11809.72394576391,1,3
fixed_all,4,2012,6,165,6,64.5693271730678,3.6,11.175,10156.495897247905,0.41119708781772,11701.922665510616,1,3
fixed_all,4,2012,6,165,7,70.40298468348088,2.8,11.055,10189.041207420112,0.4125000925952711,11731.283790957474,1,3
fixed_all,4,2012,6,165,8,106.5515357295079,2.9,10.985,10208.102105036232,0.4132642014429549,11765.34596444091,1,3
fixed_all,4,2012,6,165,9,149.42828433907871,3.2,10.97,10212.193909390311,0.41342832626053233,11834.68967827499,1,3
fixed_all,4,2012,6,165,10,148.66880272549946,1.9,10.955,10216.288304297164,0.4135925880102522,11877.930749090243,1,3
fixed_all,4,2012,6,165,11,333.0466715629391,3.5,10.945,10219.019341167761,0.4137021719770182,11951.713108137821,1,3
fixed_all,4,2012,6,165,12,626.6802723002719,3.1,11.025,10197.203275242513,0.412827203782112,12041.448538301567,1,3
fixed_all,4,2012,6,165,13,823.1814865453015,2.6,11.129999999999999,10168.681120915351,0.411684696740407,12055.094278067241,1,3
fixed_all,4,2012,6,165,14,857.0111930069611,2.7,11.184999999999999,10153.791202120552,0.4110888957259517,12117.146013942658,1,3
fixed_all,4,2012,6,165,15,880.6608622912903,1.5,11.29,10125.460469225629,0.40995649951448854,12059.791023886972,1,3
fixed_all,4,2012,6,165,16,657.709782346167,3.7,11.34,10112.01351695851,0.40941957946741014,11996.869732822322,1,3
fixed_all,4,2012,6,165,17,496.90516582159853,2.6,11.435,10086.541928333134,0.4084035277989323,12030.18904094163,1,3
fixed_all,4,2012,6,165,18,557.5026610010085,3.3,11.79,9992.250532380274,0.4046537362892654,12155.52227350185,1,3
fixed_all,4,2012,6,165,19,655.6950733630143,3.6,11.815000000000001,9985.6628702111,0.40439243680407644,12244.208666633001,1,3
fixed_all,4,2012,6,165,20,506.64354304672474,4.5,11.84,9979.08207454645,0.40413149886390404,12551.287971769405,1,3
fixed_all,4,2012,6,165,21,382.19420692520885,2.9,11.83,9981.713569438587,0.40423583068968016,12538.417710461323,1,3
fixed_all,4,2012,6,165,22,216.98710768296735,2.3,11.844999999999999,9977.76673856011,0.4040793546130034,12587.292222631682,1,3
fixed_all,4,2012,6,165,23,178.20290851493655,1.3,11.82,9984.34616206173,0.4043402203099969,12606.080500706152,1,3
fixed_all,4,2012,6,165,24,82.59921891797866,2.3,11.795,9990.932450170792,0.40460144744228554,12617.764085032804,1,3
fixed_all,4,2012,6,166,1,22.84660442166309,2.5,11.765,9998.845070542955,0.40491539786839226,12664.645384112537,1,4
fixed_all,4,2012,6,166,2,6.758831665290511,2.7,11.735,10006.767606033673,0.4052298705009953,12542.407244906412,1,4
fixed_all,4,2012,6,166,3,4.743484165482663,2.4,11.695,10017.346438649924,0.40564998130854235,12407.184079810999,1,4
fixed_all,4,2012,6,166,4,14.3694253762597,4.5,11.600000000000001,10042.54215726664,0.40665148516125027,12204.557862236985,1,4
fixed_all,4,2012,6,166,5,39.497476261469046,3,11.515,10065.170730595379,0.4075520499578076,12044.10696534134,1,4
fixed_all,4,2012,6,166,6,67.30614656264912,3,11.45,10082.529368656753,0.40824358769713237,11915.820426451675,1,4
fixed_all,4,2012,6,166,7,133.23420012097188,3.7,11.36,10106.642635846825,0.4092052284063895,11865.985520923401,1,4
fixed_all,4,2012,6,166,8,243.03121182801632,3.7,11.31,10120.078299559556,0.40974155262079903,11841.359254162267,1,4
fixed_all,4,2012,6,166,9,392.5230060875139,3.1,11.365,10105.300619929629,0.4091516778137062,11861.345827339988,1,4
fixed_all,4,2012,6,166,10,550.6372724449549,3.5,11.469999999999999,10077.183212418862,0.4080305411887199,11918.969701757047,1,4
fixed_all,4,2012,6,166,11,732.5877632778876,5.4,11.595,10043.871022559879,0.4067043421381088,11949.007697315821,1,4
fixed_all,4,2012,6,166,12,760.3085451111775,6.1,11.71,10013.377304861555,0.40549233062155565,11933.339801352862,1,4
fixed_all,4,2012,6,166,13,841.6735703670554,5.9,11.84,9979.08207454645,0.40413149886390404,12013.613674526314,1,4
fixed_all,4,2012,6,166,14,842.6936153170359,5.5,11.940000000000001,9952.82736767683,0.4030913515933882,12005.201155012961,1,4
fixed_all,4,2012,6,166,15,872.5430414768314,6,12.035,9927.98646754549,0.402108529775015,12065.58494210483,1,4
fixed_all,4,2012,6,166,16,835.3893795322693,6.4,12.135,9901.943967236426,0.40107954504184773,12087.002365648319,1,4
fixed_all,4,2012,6,166,17,756.8845626917365,6.1,12.22,9879.892735123,0.40020936983248334,12084.120074845492,1,4
fixed_all,4,2012,6,166,18,689.6229406160827,6.7,12.3,9859.209550295473,0.39939410659012947,12085.983515773853,1,4
